Price,Location,Rating,Review,Units Sold,Product Rating Score,Store Rating,Store Review
Rp11.500,Kota Bandung,1307 rating • 1273 ulasan,1307 rating • 1273 ulasan,Terjual 10 rb+,4.9,4.9,"(35,9 rb)"
Rp3.910,Kab. Bandung Barat,1779 rating • 1330 ulasan,1779 rating • 1330 ulasan,Terjual 10 rb+,4.8,4.8,"(45,9 rb)"
Rp19.800,Kab. Klaten,1288 rating • 611 ulasan,1288 rating • 611 ulasan,Terjual 4 rb+,4.9,4.9,"(1,1 jt)"
Rp8.999,Jakarta Utara,1278 rating • 286 ulasan,1278 rating • 286 ulasan,Terjual 10 rb+,4.9,4.9,"(1,6 rb)"
Rp89.700,Kota Sukabumi,1274 rating • 293 ulasan,1274 rating • 293 ulasan,Terjual 2 rb+,4.9,4.9,"(41,7 rb)"
Rp7.750,Kab. Bandung,1274 rating • 780 ulasan,1274 rating • 780 ulasan,Terjual 10 rb+,4.9,4.9,"(13,4 rb)"
Rp105.000,Kota Bekasi,1717 rating • 327 ulasan,1717 rating • 327 ulasan,Terjual 3 rb+,4.8,4.9,"(24,2 rb)"
Rp29.900,Kota Administrasi Jakarta Utara,925 rating • 189 ulasan,925 rating • 189 ulasan,Terjual 3 rb+,5.0,4.9,"(45,4 rb)"
Rp39.899,Kota Depok,1246 rating • 771 ulasan,1246 rating • 771 ulasan,Terjual 5 rb+,4.9,4.9,(19 rb)
Rp12.000,Kota Bogor,1226 rating • 212 ulasan,1226 rating • 212 ulasan,Terjual 8 rb+,4.9,5.0,"(18,4 rb)"
Rp6.336,Kota Administrasi Jakarta Barat,1218 rating • 207 ulasan,1218 rating • 207 ulasan,Terjual 7 rb+,4.9,4.9,"(637,3 rb)"
Rp100.000,Kota Bandung,1213 rating • 735 ulasan,1213 rating • 735 ulasan,Terjual 8 rb+,4.9,4.9,"(2,7 rb)"
Rp79.900,Kota Sukabumi,1211 rating • 224 ulasan,1211 rating • 224 ulasan,Terjual 2 rb+,4.9,4.9,"(41,7 rb)"
Rp59.899,Kota Administrasi Jakarta Barat,895 rating • 201 ulasan,895 rating • 201 ulasan,Terjual 5 rb+,5.0,4.9,"(72,2 rb)"
Rp25.365,Kota Bogor,1653 rating • 941 ulasan,1653 rating • 941 ulasan,Terjual 8 rb+,4.8,4.7,"(8,1 rb)"
Rp8.900,Kota Administrasi Jakarta Barat,1197 rating • 214 ulasan,1197 rating • 214 ulasan,Terjual 5 rb+,4.9,4.9,"(417,8 rb)"
Rp18.440,Kota Bandung,1197 rating • 238 ulasan,1197 rating • 238 ulasan,Terjual 2 rb+,4.9,4.9,"(10,2 rb)"
Rp18.078,Kota Tangerang,1627 rating • 698 ulasan,1627 rating • 698 ulasan,Terjual 7 rb+,4.8,4.9,"(152,7 rb)"
Rp12.276,Kota Administrasi Jakarta Barat,1172 rating • 219 ulasan,1172 rating • 219 ulasan,Terjual 7 rb+,4.9,4.9,"(637,3 rb)"
Rp54.200,Kota Tasikmalaya,1172 rating • 767 ulasan,1172 rating • 767 ulasan,Terjual 7 rb+,4.9,4.9,(10 rb)
Rp11.500,Kota Administrasi Jakarta Barat,1166 rating • 656 ulasan,1166 rating • 656 ulasan,Terjual 7 rb+,4.9,4.8,"(47,9 rb)"
Rp17.900,Kota Bekasi,1166 rating • 255 ulasan,1166 rating • 255 ulasan,Terjual 7 rb+,4.9,4.9,"(22,3 rb)"
Rp8.000,Kota Administrasi Jakarta Barat,1164 rating • 213 ulasan,1164 rating • 213 ulasan,Terjual 6 rb+,4.9,4.9,"(417,8 rb)"
Rp15.000,Kota Bandung,1160 rating • 276 ulasan,1160 rating • 276 ulasan,Terjual 6 rb+,4.9,4.9,"(28,3 rb)"
Rp42.750,Kab. Kudus,2184 rating • 1000 ulasan,2184 rating • 1000 ulasan,Terjual 10 rb+,4.7,4.7,"(32,8 rb)"
Rp15.000,Kab. Bogor,1562 rating • 854 ulasan,1562 rating • 854 ulasan,Terjual 10 rb+,4.8,4.7,"(12,1 rb)"
Rp20.000,Kota Administrasi Jakarta Barat,1139 rating • 224 ulasan,1139 rating • 224 ulasan,Terjual 5 rb+,4.9,4.9,"(417,8 rb)"
Rp14.500,Kota Administrasi Jakarta Barat,1139 rating • 838 ulasan,1139 rating • 838 ulasan,Terjual 8 rb+,4.9,4.9,"(25,8 rb)"
Rp27.440,Kota Administrasi Jakarta Timur,1133 rating • 310 ulasan,1133 rating • 310 ulasan,Terjual 2 rb+,4.9,4.9,"(4,1 rb)"
Rp5.500,Kota Administrasi Jakarta Barat,2707 rating • 567 ulasan,2707 rating • 567 ulasan,Terjual 10 rb+,4.9,4.9,"(417,8 rb)"
Rp5.500,Kota Administrasi Jakarta Barat,2984 rating • 585 ulasan,2984 rating • 585 ulasan,Terjual 10 rb+,4.9,4.9,"(637,3 rb)"
Rp350.000,Kab. Tangerang,8 rating • 2 ulasan,8 rating • 2 ulasan,Terjual 14,5.0,4.9,"(9,2 rb)"
Rp5.940,Kota Administrasi Jakarta Barat,589 rating • 120 ulasan,589 rating • 120 ulasan,Terjual 2 rb+,4.9,4.9,"(637,3 rb)"
Rp43.900,Kota Administrasi Jakarta Utara,266 rating • 55 ulasan,266 rating • 55 ulasan,Terjual 1 rb+,4.9,4.9,"(4,7 rb)"
Rp5.692,Kab. Bandung Barat,1130 rating • 652 ulasan,1130 rating • 652 ulasan,Terjual 9 rb+,4.9,4.8,"(45,9 rb)"
Rp19.800,Kab. Klaten,1130 rating • 504 ulasan,1130 rating • 504 ulasan,Terjual 4 rb+,4.9,4.9,"(1,1 jt)"
Rp19.899,Kab. Bekasi,1126 rating • 222 ulasan,1126 rating • 222 ulasan,Terjual 5 rb+,4.9,4.9,"(24,5 rb)"
Rp13.490,Kab. Bogor,1543 rating • 641 ulasan,1543 rating • 641 ulasan,Terjual 9 rb+,4.8,4.8,"(4,8 rb)"
Rp8.900,Kota Administrasi Jakarta Barat,1121 rating • 324 ulasan,1121 rating • 324 ulasan,Terjual 7 rb+,4.9,4.9,"(72,2 rb)"
Rp16.500,Kab. Tangerang,2133 rating • 967 ulasan,2133 rating • 967 ulasan,Terjual 10 rb+,4.7,4.6,"(9,7 rb)"
Rp7.999,Kota Bandung,1111 rating • 229 ulasan,1111 rating • 229 ulasan,Terjual 8 rb+,4.9,4.9,"(28,3 rb)"
Rp5.000,Kota Administrasi Jakarta Barat,1111 rating • 324 ulasan,1111 rating • 324 ulasan,Terjual 10 rb+,4.9,4.8,"(11,1 rb)"
Rp45.671,Kab. Bogor,2104 rating • 2099 ulasan,2104 rating • 2099 ulasan,Terjual 8 rb+,4.7,4.8,(73 rb)
Rp8.000,Kab. Tangerang,2104 rating • 2104 ulasan,2104 rating • 2104 ulasan,Terjual 10 rb+,4.7,4.7,"(26,7 rb)"
Rp12.500,Kota Administrasi Jakarta Utara,1093 rating • 378 ulasan,1093 rating • 378 ulasan,Terjual 9 rb+,4.9,4.8,"(19,7 rb)"
Rp10.900,Kota Administrasi Jakarta Barat,1075 rating • 253 ulasan,1075 rating • 253 ulasan,Terjual 6 rb+,4.9,4.9,"(132,3 rb)"
Rp5.499,Kota Bandung,1078 rating • 472 ulasan,1078 rating • 472 ulasan,Terjual 8 rb+,4.9,4.8,"(2,4 rb)"
Rp68.400,Kab. Kudus,1460 rating • 1048 ulasan,1460 rating • 1048 ulasan,Terjual 8 rb+,4.8,4.7,"(32,8 rb)"
Rp29.900,Kota Administrasi Jakarta Utara,790 rating • 174 ulasan,790 rating • 174 ulasan,Terjual 3 rb+,5.0,4.9,"(45,4 rb)"
Rp105.000,Kota Bekasi,1063 rating • 254 ulasan,1063 rating • 254 ulasan,Terjual 2 rb+,4.9,4.9,"(24,2 rb)"
Rp19.800,Kab. Klaten,1059 rating • 801 ulasan,1059 rating • 801 ulasan,Terjual 7 rb+,4.9,4.9,"(1,1 jt)"
Rp33.300,Kab. Kudus,1988 rating • 888 ulasan,1988 rating • 888 ulasan,Terjual 10 rb+,4.7,4.7,"(32,8 rb)"
Rp27.850,Kota Bogor,1051 rating • 454 ulasan,1051 rating • 454 ulasan,Terjual 5 rb+,4.9,4.8,(1 rb)
Rp16.000,Kota Administrasi Jakarta Barat,1048 rating • 173 ulasan,1048 rating • 173 ulasan,Terjual 7 rb+,4.9,4.9,"(417,8 rb)"
Rp10.500,Kota Bogor,1045 rating • 321 ulasan,1045 rating • 321 ulasan,Terjual 4 rb+,4.9,4.9,"(44,7 rb)"
Rp40.000,Kota Administrasi Jakarta Selatan,1045 rating • 226 ulasan,1045 rating • 226 ulasan,Terjual 2 rb+,4.9,4.9,"(21,3 rb)"
Rp10.352,Kota Bandung,1036 rating • 172 ulasan,1036 rating • 172 ulasan,Terjual 6 rb+,4.9,4.9,"(45,9 rb)"
Rp10.000,Kota Administrasi Jakarta Barat,1033 rating • 177 ulasan,1033 rating • 177 ulasan,Terjual 5 rb+,4.9,4.9,"(417,8 rb)"
Rp8.499,Kota Administrasi Jakarta Pusat,1026 rating • 192 ulasan,1026 rating • 192 ulasan,Terjual 9 rb+,4.9,4.9,"(42,7 rb)"
Rp11.800,Kota Administrasi Jakarta Barat,1019 rating • 199 ulasan,1019 rating • 199 ulasan,Terjual 8 rb+,4.9,4.8,"(35,7 rb)"
Rp11.900,Kota Surabaya,1017 rating • 229 ulasan,1017 rating • 229 ulasan,Terjual 5 rb+,4.9,4.9,(7 rb)
Rp149.000,Kota Bekasi,754 rating • 164 ulasan,754 rating • 164 ulasan,Terjual 1 rb+,5.0,5.0,"(3,7 rb)"
Rp8.998,Kab. Bandung,1011 rating • 712 ulasan,1011 rating • 712 ulasan,Terjual 10 rb+,4.9,4.9,"(10,3 rb)"
Rp10.000,Kota Bandung,1006 rating • 192 ulasan,1006 rating • 192 ulasan,Terjual 7 rb+,4.9,4.9,"(28,3 rb)"
Rp39.900,Kota Administrasi Jakarta Utara,1004 rating • 196 ulasan,1004 rating • 196 ulasan,Terjual 4 rb+,4.9,4.9,"(45,4 rb)"
Rp14.920,Kota Bekasi,1004 rating • 195 ulasan,1004 rating • 195 ulasan,Terjual 6 rb+,4.9,4.9,"(22,3 rb)"
Rp8.399,Kota Blitar,1000 rating • 635 ulasan,1000 rating • 635 ulasan,Terjual 9 rb+,4.9,4.9,"(25,3 rb)"
Rp11.920,Kota Bogor,997 rating • 228 ulasan,997 rating • 228 ulasan,Terjual 7 rb+,4.9,4.9,"(44,7 rb)"
Rp20.000,Kota Bogor,739 rating • 127 ulasan,739 rating • 127 ulasan,Terjual 5 rb+,5.0,5.0,"(18,4 rb)"
Rp6.500,Kab. Bandung,989 rating • 668 ulasan,989 rating • 668 ulasan,Terjual 10 rb+,4.9,4.9,"(15,2 rb)"
Rp25.560,Kota Administrasi Jakarta Utara,984 rating • 200 ulasan,984 rating • 200 ulasan,Terjual 4 rb+,4.9,4.9,(48 rb)
Rp13.857,Kota Bandung,978 rating • 253 ulasan,978 rating • 253 ulasan,Terjual 4 rb+,4.9,4.9,"(3,9 rb)"
Rp9.830,Kota Bandung,975 rating • 247 ulasan,975 rating • 247 ulasan,Terjual 10 rb+,4.9,4.9,"(16,5 rb)"
Rp38.172,Kab. Bandung,1327 rating • 407 ulasan,1327 rating • 407 ulasan,Terjual 10 rb+,4.8,4.8,"(1,1 rb)"
Rp4.900,Kab. Kudus,1316 rating • 673 ulasan,1316 rating • 673 ulasan,Terjual 10 rb+,4.8,4.7,"(32,8 rb)"
Rp5.954,Kab. Bogor,1314 rating • 1269 ulasan,1314 rating • 1269 ulasan,Terjual 10 rb+,4.8,4.8,(73 rb)
Rp105.000,Kota Bekasi,963 rating • 205 ulasan,963 rating • 205 ulasan,Terjual 1 rb+,4.9,4.9,"(24,2 rb)"
Rp11.499,Kota Bandung,962 rating • 929 ulasan,962 rating • 929 ulasan,Terjual 8 rb+,4.9,4.9,"(35,9 rb)"
Rp24.999,Kab. Bogor,1305 rating • 464 ulasan,1305 rating • 464 ulasan,Terjual 6 rb+,4.8,4.7,"(15,7 rb)"
Rp5.000,Kota Administrasi Jakarta Barat,956 rating • 173 ulasan,956 rating • 173 ulasan,Terjual 6 rb+,4.9,4.9,"(637,3 rb)"
Rp16.000,Kota Administrasi Jakarta Barat,952 rating • 187 ulasan,952 rating • 187 ulasan,Terjual 5 rb+,4.9,4.9,"(637,3 rb)"
Rp7.998,Kota Tangerang,952 rating • 404 ulasan,952 rating • 404 ulasan,Terjual 8 rb+,4.9,4.9,(5 rb)
Rp9.400,Kota Administrasi Jakarta Barat,952 rating • 210 ulasan,952 rating • 210 ulasan,Terjual 6 rb+,4.9,4.9,"(417,8 rb)"
Rp10.000,Kota Bandung,952 rating • 185 ulasan,952 rating • 185 ulasan,Terjual 6 rb+,4.9,4.9,"(28,3 rb)"
Rp25.900,Kota Administrasi Jakarta Barat,951 rating • 220 ulasan,951 rating • 220 ulasan,Terjual 4 rb+,4.9,4.9,"(132,3 rb)"
Rp12.400,Kota Administrasi Jakarta Barat,950 rating • 140 ulasan,950 rating • 140 ulasan,Terjual 6 rb+,4.9,4.9,"(417,8 rb)"
Rp10.000,Kota Administrasi Jakarta Barat,971 rating • 361 ulasan,971 rating • 361 ulasan,Terjual 10 rb+,4.9,4.9,(635)
Rp18.899,Kab. Bekasi,946 rating • 214 ulasan,946 rating • 214 ulasan,Terjual 5 rb+,4.9,4.9,"(24,5 rb)"
Rp13.400,Kota Administrasi Jakarta Barat,935 rating • 177 ulasan,935 rating • 177 ulasan,Terjual 5 rb+,4.9,4.9,"(637,3 rb)"
Rp19.777,Kota Bandung,932 rating • 128 ulasan,932 rating • 128 ulasan,Terjual 4 rb+,4.9,4.8,(116 rb)
Rp10.400,Kota Administrasi Jakarta Barat,930 rating • 146 ulasan,930 rating • 146 ulasan,Terjual 6 rb+,4.9,4.9,"(417,8 rb)"
Rp17.899,Kota Bekasi,928 rating • 172 ulasan,928 rating • 172 ulasan,Terjual 5 rb+,4.9,4.9,"(22,3 rb)"
Rp14.400,Kota Administrasi Jakarta Barat,926 rating • 181 ulasan,926 rating • 181 ulasan,Terjual 5 rb+,4.9,4.9,"(417,8 rb)"
Rp9.700,Kota Bandung,1269 rating • 278 ulasan,1269 rating • 278 ulasan,Terjual 10 rb+,4.8,4.9,(228)
Rp10.499,Kota Administrasi Jakarta Barat,9491 rating • 2316 ulasan,9491 rating • 2316 ulasan,Terjual 50 rb+,4.9,4.9,"(132,3 rb)"
Rp10.400,Kota Administrasi Jakarta Barat,7637 rating • 1385 ulasan,7637 rating • 1385 ulasan,Terjual 50 rb+,4.9,4.9,"(417,8 rb)"
Rp579.000,Kab. Tangerang,23 rating • 1 ulasan,23 rating • 1 ulasan,Terjual 50+,5.0,5.0,"(2,3 rb)"
Rp5.500,Kota Administrasi Jakarta Barat,2984 rating • 585 ulasan,2984 rating • 585 ulasan,Terjual 10 rb+,4.9,4.9,"(637,3 rb)"
Rp85.000,Kota Administrasi Jakarta Timur,7 rating • 0 ulasan,7 rating • 0 ulasan,Terjual 28,5.0,5.0,(34 rb)
Rp216.000,Kota Administrasi Jakarta Barat,683 rating • 127 ulasan,683 rating • 127 ulasan,Terjual 1 rb+,5.0,4.9,"(3,2 rb)"
Rp89.700,Kota Sukabumi,915 rating • 190 ulasan,915 rating • 190 ulasan,Terjual 1 rb+,4.9,4.9,"(41,7 rb)"
Rp8.998,Kab. Bandung,916 rating • 862 ulasan,916 rating • 862 ulasan,Terjual 7 rb+,4.9,4.9,"(10,3 rb)"
Rp7.900,Kota Administrasi Jakarta Barat,913 rating • 125 ulasan,913 rating • 125 ulasan,Terjual 5 rb+,4.9,4.9,"(417,8 rb)"
Rp100.000,Kab. Bekasi,909 rating • 215 ulasan,909 rating • 215 ulasan,Terjual 1 rb+,4.9,4.9,"(2,4 rb)"
Rp11.500,Kota Administrasi Jakarta Barat,674 rating • 162 ulasan,674 rating • 162 ulasan,Terjual 5 rb+,5.0,4.8,"(43,2 rb)"
Rp29.900,Kota Administrasi Jakarta Utara,674 rating • 147 ulasan,674 rating • 147 ulasan,Terjual 2 rb+,5.0,4.9,"(45,4 rb)"
Rp15.500,Kota Administrasi Jakarta Barat,904 rating • 144 ulasan,904 rating • 144 ulasan,Terjual 5 rb+,4.9,4.9,"(132,3 rb)"
Rp48.250,Kota Bogor,1229 rating • 568 ulasan,1229 rating • 568 ulasan,Terjual 6 rb+,4.8,4.8,(1 rb)
Rp69.900,Kota Administrasi Jakarta Utara,900 rating • 154 ulasan,900 rating • 154 ulasan,Terjual 4 rb+,4.9,4.9,"(45,4 rb)"
Rp25.499,Kota Administrasi Jakarta Pusat,669 rating • 125 ulasan,669 rating • 125 ulasan,Terjual 2 rb+,5.0,4.9,"(53,8 rb)"
Rp18.321,Kab. Bogor,1223 rating • 1207 ulasan,1223 rating • 1207 ulasan,Terjual 5 rb+,4.8,4.8,(73 rb)
Rp7.400,Kota Administrasi Jakarta Barat,898 rating • 133 ulasan,898 rating • 133 ulasan,Terjual 5 rb+,4.9,4.9,"(417,8 rb)"
Rp10.799,Kota Bandung,900 rating • 246 ulasan,900 rating • 246 ulasan,Terjual 10 rb+,4.9,4.9,"(3,9 rb)"
Rp15.246,Kota Administrasi Jakarta Barat,898 rating • 187 ulasan,898 rating • 187 ulasan,Terjual 4 rb+,4.9,4.9,"(637,3 rb)"
Rp8.500,Kota Bekasi,897 rating • 217 ulasan,897 rating • 217 ulasan,Terjual 4 rb+,4.9,4.9,"(14,2 rb)"
Rp8.835,Kota Bogor,1222 rating • 946 ulasan,1222 rating • 946 ulasan,Terjual 10 rb+,4.8,4.7,"(23,2 rb)"
Rp5.000,Kab. Lamongan,1681 rating • 1502 ulasan,1681 rating • 1502 ulasan,Terjual 10 rb+,4.7,4.7,"(3,3 rb)"
Rp8.500,Kab. Bandung,903 rating • 236 ulasan,903 rating • 236 ulasan,Terjual 6 rb+,4.9,4.9,"(15,2 rb)"
Rp9.306,Kota Administrasi Jakarta Barat,878 rating • 200 ulasan,878 rating • 200 ulasan,Terjual 6 rb+,4.9,4.9,"(637,3 rb)"
Rp15.000,Kota Administrasi Jakarta Barat,878 rating • 150 ulasan,878 rating • 150 ulasan,Terjual 3 rb+,4.9,4.9,"(417,8 rb)"
Rp8.500,Kota Administrasi Jakarta Barat,877 rating • 213 ulasan,877 rating • 213 ulasan,Terjual 6 rb+,4.9,4.9,"(42,9 rb)"
Rp18.750,Kab. Bogor,1194 rating • 621 ulasan,1194 rating • 621 ulasan,Terjual 6 rb+,4.8,4.8,(73 rb)
Rp27.900,Kota Administrasi Jakarta Utara,875 rating • 128 ulasan,875 rating • 128 ulasan,Terjual 3 rb+,4.9,4.9,"(45,4 rb)"
Rp11.500,Kota Administrasi Jakarta Barat,1181 rating • 956 ulasan,1181 rating • 956 ulasan,Terjual 7 rb+,4.8,4.8,(14 rb)
Rp37.999,Kota Tangerang,867 rating • 759 ulasan,867 rating • 759 ulasan,Terjual 4 rb+,4.9,4.9,"(15,7 rb)"
Rp8.450,Kota Bandung,861 rating • 242 ulasan,861 rating • 242 ulasan,Terjual 7 rb+,4.9,4.9,(279)
Rp10.000,Kota Administrasi Jakarta Barat,859 rating • 157 ulasan,859 rating • 157 ulasan,Terjual 6 rb+,4.9,4.9,"(637,3 rb)"
Rp9.399,Kota Bandung,639 rating • 117 ulasan,639 rating • 117 ulasan,Terjual 3 rb+,5.0,4.9,"(18,4 rb)"
Rp19.800,Kab. Klaten,851 rating • 270 ulasan,851 rating • 270 ulasan,Terjual 3 rb+,4.9,4.9,"(1,1 jt)"
Rp29.500,Kota Administrasi Jakarta Utara,849 rating • 160 ulasan,849 rating • 160 ulasan,Terjual 4 rb+,4.9,4.9,"(32,3 rb)"
Rp125.000,Kota Bekasi,845 rating • 228 ulasan,845 rating • 228 ulasan,Terjual 1 rb+,4.9,4.9,"(24,2 rb)"
Rp8.499,Kab. Bandung,1237 rating • 495 ulasan,1237 rating • 495 ulasan,Terjual 10 rb+,4.8,4.9,"(15,2 rb)"
Rp8.999,Kota Bandung,834 rating • 248 ulasan,834 rating • 248 ulasan,Terjual 8 rb+,4.9,4.9,"(21,3 rb)"
Rp8.500,Kota Bekasi,834 rating • 177 ulasan,834 rating • 177 ulasan,Terjual 4 rb+,4.9,4.9,"(14,2 rb)"
Rp105.000,Kota Bekasi,831 rating • 199 ulasan,831 rating • 199 ulasan,Terjual 1 rb+,4.9,4.9,"(24,2 rb)"
Rp29.650,Kab. Bekasi,827 rating • 254 ulasan,827 rating • 254 ulasan,Terjual 1 rb+,4.9,4.9,"(1,4 rb)"
Rp13.857,Kota Bandung,815 rating • 463 ulasan,815 rating • 463 ulasan,Terjual 10 rb+,4.9,4.9,"(3,9 rb)"
Rp13.140,Kota Tasikmalaya,607 rating • 139 ulasan,607 rating • 139 ulasan,Terjual 7 rb+,5.0,4.9,"(8,7 rb)"
Rp17.499,Kota Administrasi Jakarta Barat,1106 rating • 973 ulasan,1106 rating • 973 ulasan,Terjual 9 rb+,4.8,4.9,"(25,8 rb)"
Rp35.000,Kota Cimahi,809 rating • 212 ulasan,809 rating • 212 ulasan,Terjual 1 rb+,4.9,4.9,"(11,3 rb)"
Rp21.243,Kota Administrasi Jakarta Utara,808 rating • 179 ulasan,808 rating • 179 ulasan,Terjual 4 rb+,4.9,4.9,(48 rb)
Rp22.968,Kota Administrasi Jakarta Barat,1105 rating • 290 ulasan,1105 rating • 290 ulasan,Terjual 8 rb+,4.8,4.8,(688)
Rp19.800,Kab. Klaten,807 rating • 459 ulasan,807 rating • 459 ulasan,Terjual 3 rb+,4.9,4.9,"(1,1 jt)"
Rp16.899,Kota Bandung,804 rating • 273 ulasan,804 rating • 273 ulasan,Terjual 6 rb+,4.9,4.9,"(3,9 rb)"
Rp19.900,Kota Administrasi Jakarta Utara,802 rating • 290 ulasan,802 rating • 290 ulasan,Terjual 5 rb+,4.9,4.9,(48 rb)
Rp20.700,Kota Tangerang,1079 rating • 665 ulasan,1079 rating • 665 ulasan,Terjual 8 rb+,4.8,4.8,"(3,7 rb)"
Rp12.000,Kota Administrasi Jakarta Utara,792 rating • 153 ulasan,792 rating • 153 ulasan,Terjual 4 rb+,4.9,4.9,"(119,3 rb)"
Rp8.400,Kota Administrasi Jakarta Barat,788 rating • 172 ulasan,788 rating • 172 ulasan,Terjual 3 rb+,4.9,4.9,"(637,3 rb)"
Rp100.000,Kota Bekasi,785 rating • 162 ulasan,785 rating • 162 ulasan,Terjual 7 rb+,4.9,4.9,"(3,3 rb)"
Rp17.000,Kota Administrasi Jakarta Barat,784 rating • 168 ulasan,784 rating • 168 ulasan,Terjual 2 rb+,4.9,4.9,"(417,8 rb)"
Rp19.777,Kota Bandung,782 rating • 145 ulasan,782 rating • 145 ulasan,Terjual 2 rb+,4.9,4.8,(116 rb)
Rp4.000,Kota Administrasi Jakarta Barat,780 rating • 108 ulasan,780 rating • 108 ulasan,Terjual 7 rb+,4.9,4.9,"(417,8 rb)"
Rp18.400,Kota Administrasi Jakarta Barat,765 rating • 98 ulasan,765 rating • 98 ulasan,Terjual 5 rb+,4.9,4.9,"(417,8 rb)"
Rp55.000,Kota Administrasi Jakarta Barat,763 rating • 162 ulasan,763 rating • 162 ulasan,Terjual 3 rb+,4.9,4.9,"(23,6 rb)"
Rp16.600,Kota Administrasi Jakarta Utara,761 rating • 192 ulasan,761 rating • 192 ulasan,Terjual 5 rb+,4.9,4.8,"(225,4 rb)"
Rp19.206,Kota Administrasi Jakarta Barat,760 rating • 156 ulasan,760 rating • 156 ulasan,Terjual 3 rb+,4.9,4.9,"(637,3 rb)"
Rp23.239,Kab. Bogor,758 rating • 157 ulasan,758 rating • 157 ulasan,Terjual 1 rb+,4.9,4.8,(73 rb)
Rp12.500,Kab. Bandung,1023 rating • 1002 ulasan,1023 rating • 1002 ulasan,Terjual 7 rb+,4.8,4.8,"(6,6 rb)"
Rp13.000,Kota Bogor,755 rating • 133 ulasan,755 rating • 133 ulasan,Terjual 6 rb+,4.9,5.0,"(18,4 rb)"
Rp10.000,Kota Administrasi Jakarta Barat,859 rating • 157 ulasan,859 rating • 157 ulasan,Terjual 6 rb+,4.9,4.9,"(637,3 rb)"
Rp25.000,Kota Bandung,4 rating • 0 ulasan,4 rating • 0 ulasan,Terjual 11,5.0,4.9,"(2,4 rb)"
Rp48.800,Kota Bandung,6 rating • 3 ulasan,6 rating • 3 ulasan,Terjual 15,5.0,4.9,"(2,2 rb)"
Rp12.725,Kota Bekasi,5332 rating • 1076 ulasan,5332 rating • 1076 ulasan,Terjual 10 rb+,4.9,4.9,"(22,3 rb)"
Rp10.400,Kota Administrasi Jakarta Barat,3465 rating • 696 ulasan,3465 rating • 696 ulasan,Terjual 10 rb+,4.9,4.9,"(637,3 rb)"
Rp19.800,Kab. Klaten,753 rating • 416 ulasan,753 rating • 416 ulasan,Terjual 2 rb+,4.9,4.9,"(1,1 jt)"
Rp19.800,Kab. Klaten,752 rating • 267 ulasan,752 rating • 267 ulasan,Terjual 2 rb+,4.9,4.9,"(1,1 jt)"
